mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2501993179321289,0.0159026405002425,0.012564134597778321,0.0022856676519304336,sqrt,100,"{'max_features': 'sqrt', 'n_estimators': 100}",-1240.8642051207182,-1185.4041359783785,-902.7359351019808,-1708.175805399151,-1205.678816461645,-1248.5717796123747,259.51017554704663,4
0.4729888439178467,0.04485248391680401,0.018685245513916017,0.0016078048841501671,sqrt,200,"{'max_features': 'sqrt', 'n_estimators': 200}",-1239.7883155926488,-1203.9941592082334,-935.7235634115343,-1661.2225986783667,-1225.1536033709106,-1253.1764480523389,232.6634541384743,6
1.1615745544433593,0.020773870955696373,0.042626047134399415,0.001965936632695341,sqrt,500,"{'max_features': 'sqrt', 'n_estimators': 500}",-1222.6399407955523,-1221.9474001187211,-963.8442654216793,-1663.0568918337383,-1220.9391986981484,-1258.4855393735677,225.61964887978206,8
0.2495790481567383,0.02386782372090552,0.010402822494506836,0.0003884246124521101,log2,100,"{'max_features': 'log2', 'n_estimators': 100}",-1240.8642051207182,-1185.4041359783785,-902.7359351019808,-1708.175805399151,-1205.678816461645,-1248.5717796123747,259.51017554704663,4
0.43560447692871096,0.017644427575152385,0.02174549102783203,0.00496277449603403,log2,200,"{'max_features': 'log2', 'n_estimators': 200}",-1239.7883155926488,-1203.9941592082334,-935.7235634115343,-1661.2225986783667,-1225.1536033709106,-1253.1764480523389,232.6634541384743,6
1.1259953498840332,0.02295037020408442,0.051457977294921874,0.009904245016603608,log2,500,"{'max_features': 'log2', 'n_estimators': 500}",-1222.6399407955523,-1221.9474001187211,-963.8442654216793,-1663.0568918337383,-1220.9391986981484,-1258.4855393735677,225.61964887978206,8
0.26132616996765134,0.02007786960901109,0.009952974319458009,0.0001675148278897596,0.5,100,"{'max_features': 0.5, 'n_estimators': 100}",-1262.17415165944,-1243.106123869843,-883.4882435812567,-1581.4493362463465,-1164.8130471261622,-1227.0061804966097,223.15846560288853,3
0.4681525707244873,0.020106629512155715,0.018280887603759767,0.0010692891902937685,0.5,200,"{'max_features': 0.5, 'n_estimators': 200}",-1164.345730275959,-1241.0472698374317,-901.5608926836619,-1616.6944982648506,-1136.4190979186874,-1212.0134977961181,231.93844934965688,2
1.018788719177246,0.051770228449474036,0.030219841003417968,0.003958440761445887,0.5,500,"{'max_features': 0.5, 'n_estimators': 500}",-1139.9641134574797,-1216.6653931131088,-896.7787377386027,-1582.9413579212958,-1115.7775516452218,-1190.4254307751419,223.20587779994824,1
